id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
854120	00000000000000000000cccd6239fa1fd6882e62d73762c32fa1e744e2bf97c6	2024-07-27 02:43:35	2024-07-27 02:02:47	1484003	836328	3992987	790061056	2f176000	101111000101110110000000000000	112c0cec556535f50d0a8fa62d2d0635285d79c985df152a91744926d96025c1	3802292235	386100794	82047728459933	000000000000000000000000000000000000000085a3704add2e6e3e77d79b00	0368080d04c15ea4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f285c1e160000000000000000	3549	3449	6833	8777	263951738363	179186272	264264238363	179398416	5993076	4068.4595	4039.3782	2.7419	1501.3712	1.019	43459.504021571	312500000	212143.75	318493076	216212.2031	Foundry USA Pool
854121	0000000000000000000166cce92283f1800ef677c099f0bf4528827ae2eb9ee3	2024-07-27 02:55:47	2024-07-27 02:09:18	1548586	814962	3993472	704643072	2a000000	101010000000000000000000000000	26f62b354c97a536577a5bf9994ccd79e316a0bc39b5dda4e6a03d6630cc8cb6	2224104191	386100794	82047728459933	000000000000000000000000000000000000000085a3baea618393305d5dba60	0369080d1a2f5669614254432f4d696e65642062792079757a68616b6f732f2cfabe6d6d8d189f98c3abf9efcc11df3115a6253f2541b1cd3f5d745185f87f12c17de097100000000000000010c2854306e697e20f5ae1d5662fb52e0000000000	3951	3847	6257	12448	153785266209	104398664	154097766209	104610808	6308165	4282.3608	4074.5525	2.7664	1580.2096	1.0726	4004.8094372072	312500000	212143.75	318808165	216426.1094	ViaBTC
854122	000000000000000000008fafb602a88201e670da301710a2d49db54d2e474887	2024-07-27 02:59:17	2024-07-27 02:24:03	1561572	810532	3993168	791076864	2f26e000	101111001001101110000000000000	dce7d56e39861ba80fa46664a863a3fd3c6d97f269e7c5a8ef4f8c8da9c57701	686044468	386100794	82047728459933	000000000000000000000000000000000000000085a40589e5d8b82242e3d9c0	036a080d172f5669614254432f4d696e65642062792062617a61302f2cfabe6d6d0662a66a94f9454e1ee56394573e7cd7a203aada20729486fdb4819cf2611f5c100000000000000010cf851a05ae9caf3601f61226bc44000000000000	3693	3643	7816	8825	66043557660	44834328	66356057660	45046472	4388733	2979.3352	2811.173	1.9083	1099.4679	0.7461	9967.2934624864	312500000	212143.75	316888733	215123.0781	ViaBTC
854123	0000000000000000000290860881edb9628fc79119716c9ab2e157735fbe163f	2024-07-27 03:04:16	2024-07-27 02:26:41	1732180	753759	3993457	632061952	25ac8000	100101101011001000000000000000	aaaf86949308fcb7f98c124682711664d75216db77cad727457efec13f534ca9	1230695728	386100794	82047728459933	000000000000000000000000000000000000000085a450296a2ddd142869f920	036b080d1b4d696e656420627920416e74506f6f6c39303604010c02969d94d6fabe6d6d903ca67a1dcb7c44f11507ab08e9d4797b2cb04d98775ec41334cbb1e53e2f5b100000000000000000010c782562000000000000	5414	5360	8247	11385	176417381701	119762704	176729881701	119974848	4854302	3295.3914	2803.1956	1.9028	1216.112	0.8255	3487.5006036099	312500000	212143.75	317354302	215439.1406	AntPool
854124	000000000000000000027f717896a38f937e7c9248a75f2365899d352ef28ec8	2024-07-27 03:16:50	2024-07-27 02:32:58	1661318	777281	3993161	730570752	2b8ba000	101011100010111010000000000000	8bd7b04cf7b0fb847895f6488a686958f1da5aa298748924c056f0721537c70a	2230905112	386100794	82047728459933	000000000000000000000000000000000000000085a49ac8ee8302060df01880	036c080d0f2f736c7573682f16002a039b1bdc4afabe6d6dde189939336931af438fdf4b1f6c7eb04d0132d292c668266728fa2ab89cc0c1100000000000000000004bf3390032e500000000	4248	4171	7667	10499	447691821588	303920064	448004321588	304132224	6070739	4121.1816	3654.9998	2.4812	1520.8173	1.0325	229829.93921211	312500000	212143.75	318570739	216264.9375	SlushPool
854125	000000000000000000018d2dff9227cc18ee75c616c82a34212d95871b609a17	2024-07-27 03:29:58	2024-07-27 02:43:35	1594257	799604	3993069	607723520	24392000	100100001110010010000000000000	1be4ae48daae6ec98487f86773aa0bec01550e3154cc3a831e022fecdab9c926	1579068443	386100794	82047728459933	000000000000000000000000000000000000000085a4e56872d826f7f37637e0	036d080d04bc69a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f30ea0ab80505000000000000	4068	3973	6654	12506	230735926390	156637392	231048426390	156849536	6175882	4192.5591	3874.6572	2.6306	1547.1355	1.0502	3435.2198707531	312500000	212143.75	318675882	216336.3125	Foundry USA Pool
854126	00000000000000000002ede68f9b1ef524d312ed11c7c7628d489d8fe0daea3d	2024-07-27 03:37:22	2024-07-27 02:55:47	1542742	816987	3993703	660930560	27650000	100111011001010000000000000000	90b34eb7937e1f3d2984429da20ecf17ba52b900cc75654124a5cc8bff429f89	3963244953	386100794	82047728459933	000000000000000000000000000000000000000085a53007f72d4be9d8fc5740	036e080d194d696e656420627920416e74506f6f6c208c001704a273140ffabe6d6d1895b29be46d3efe5ba5ba96c1b0aed57c82be5bd2eaa78f03b640e1eae91c8d100000000000000000005ce8e499000000000000	5340	5281	7609	12209	75227584738	51069000	75540084738	51281140	5098682	3461.2913	3305.9658	2.2443	1277.2534	0.8669	5901.2955303325	312500000	212143.75	317598682	215605.0469	AntPool
854127	00000000000000000001b57093c2cbf1036a7ebc65089736910679f53c8669f0	2024-07-27 03:44:06	2024-07-27 02:59:17	1862601	710210	3993231	568557568	21e38000	100001111000111000000000000000	031354ecb072efb3561a5d7df850b098a693b19a1657f333bde7c9065e87e56f	1716439141	386100794	82047728459933	000000000000000000000000000000000000000085a57aa77b8270dbbe8276a0	036f080d04066da4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f33a02edee702000000000000	1105	1059	10120	7519	77261799741	52449944	77574299741	52662088	5999914	4073.1016	3221.8438	2.1873	1502.9924	1.0203	1374.5210122115	312500000	212143.75	318499914	216216.8594	Foundry USA Pool
854128	00000000000000000001bbc3d58dd752986f713564917468b71d9e9a4b1d50ee	2024-07-27 03:49:04	2024-07-27 03:04:16	1900175	697870	3993785	537116672	2003c000	100000000000111100000000000000	c29459ff3312ecd192651284bc41705487f46980015d0b909c62181ce4c47838	3497758149	386100794	82047728459933	000000000000000000000000000000000000000085a5c546ffd795cda4089600	0370080d194d696e656420627920416e74506f6f6c2021000703a6a2a67cfabe6d6dadfddc9e71a3b365963d72f02910af38080ee065bfb5193c8f08481ef55f62c910000000000000000000c5494b60000000000000	1383	1346	11001	6601	47931050858	32538474	48243550858	32750616	5563247	3776.6658	2928.487	1.9877	1393.6014	0.9463	34526.518870016	312500000	212143.75	318063247	215920.4219	AntPool
854129	0000000000000000000058c19272ecf024d58db82b117872326eb0db4bc15a5a	2024-07-27 03:50:48	2024-07-27 03:16:50	1578795	806384	3997947	716996608	2abc8000	101010101111001000000000000000	51117f931b9791cdb093cb9bb26bbb2dcbdc55822b820a27c05ae414cf8e6ab7	1583509632	386100794	82047728459933	000000000000000000000000000000000000000085a60fe6842cbabf898eb560	0371080d2cfabe6d6d501aa7b2f20a8b196d05e824f7c58dd62fca720132eebd34b4b16151457bcccd10000000f09f909f092f4632506f6f6c2f6600000000000000000000000000000000000000000000000000000000000000000000000500cd120000	6703	6688	8318	13927	114793941682	77929016	115106441682	78141160	3972245	2696.5981	2516.8604	1.7087	994.0824	0.6748	2176683.8678829	312500000	212143.75	316472245	214840.3438	F2Pool
854130	000000000000000000001780495548b7dff3c3494df04075538cb461c1723fe6	2024-07-27 03:57:51	2024-07-27 03:29:58	1995452	666054	3993614	536870912	20000000	100000000000000000000000000000	850718cb678bcfbf94a203b00061190a977de0e132123590453fba1642a11280	3495416797	386100794	82047728459933	000000000000000000000000000000000000000085a65a860881dfb16f14d4c0	0372080d194d696e656420627920416e74506f6f6c201600bc01a9c6fb4dfabe6d6d9cdd49aa8f09db08e140711a1059539afa60081de72c7eae1de90052713e6e0b1000000000000000e30b0000fe6e190000000000	1407	1360	11864	4206	92865902799	63042948	93178402799	63255092	5202282	3531.6211	2607.6902	1.7705	1303.235	0.8846	6207.8729915236	312500000	212143.75	317702282	215675.375	AntPool
854131	000000000000000000028c4529aef2846c5e8f05d85fd26e001eca90cdc20d2c	2024-07-27 03:58:16	2024-07-27 03:37:22	2156747	612107	3993068	537591808	200b0000	100000000010110000000000000000	36e398c5544604afd504827c06550cfc46a17c33d2bc85159fe3a80a4d2cf2c9	2052427341	386100794	82047728459933	000000000000000000000000000000000000000085a6a5258cd704a3549af420	0373080d1462696e616e63652f313030387700a602a9ec7d74fabe6d6d3a371cb2fdd3c8285eaa3e1f4357d3aa27e71328ddb8070166e472592321447610000000000000000a03d4115f15000000000000	251	248	14331	680	2888395901	1960816.5	3200895901	2172960.25	4034143	2738.6184	1870.8367	1.2701	1010.6804	0.6863	149.34175333838	312500000	212143.75	316534143	214882.375	Binance
854132	0000000000000000000168de0cb1b36e680c203957cb23e49512da3517a761ea	2024-07-27 04:07:31	2024-07-27 03:44:06	1857866	711901	3993569	686751744	28ef0000	101000111011110000000000000000	5d438d0cf5c1e6fafb2b0adc344ac81e5efc23183cc16300d34909a743003df4	4181355649	386100794	82047728459933	000000000000000000000000000000000000000085a6efc5112c29953a211380	0374080d194d696e656420627920416e74506f6f6c2004014604ad3c441ffabe6d6d6d5a61a69152a5280536e17fd271764f0d84c450d96b47b8c0790cafca8697781000000000000000000045c872c5000000000000	2029	1962	10674	6213	200266552018	135952944	200579052018	136165088	5814897	3947.501	3130.6802	2.1255	1456.7189	0.9891	32060.694340231	312500000	212143.75	318314897	216091.25	AntPool
854133	000000000000000000022e9a6fdb38378989170359d2afbb47bee7e251daf9fd	2024-07-27 04:43:07	2024-07-27 03:49:04	1430416	854208	3993040	819273728	30d52000	110000110101010010000000000000	075b1868b5fb96f4daa37eefd5e1b74f04a3f93bcd2b5e6aa29aa3e4583fbb1b	1024950529	386100794	82047728459933	000000000000000000000000000000000000000085a73a6495814e871fa732e0	0375080d04db7aa4662f4d41524120506f6f6c202876303331393234292f2134751a3c36ca44d82e1dc4114a5954134db7295600d4040000ffffffff	2732	2519	6925	9357	2594012560524	1760971392	2594325060524	1761183488	10133287	6879.083	7085.6943	4.8104	2538.4595	1.7229	151076.21599987	312500000	212143.75	322633287	219022.8281	MaraPool
854134	0000000000000000000300e3aeab43f3e62eceaae16bed3ae34f27453ce86258	2024-07-27 04:55:29	2024-07-27 03:50:48	1580521	805834	3998023	788357120	2efd6000	101110111111010110000000000000	1c9d5ff5e6419f5c386c4ab01e8ce669a34f22952ef4cf04bdc5f63a7c21c556	490731822	386100794	82047728459933	000000000000000000000000000000000000000085a7850419d67379052d5240	0376080d2cfabe6d6dbc8c6689db97a499d4b7d388c9b6c99b529fb6ec44968242a8cf78691d9fb63710000000f09f909f092f4632506f6f6c2f630000000000000000000000000000000000000000000000000000000000000000000000050079010000	3575	3415	6678	12150	288660667500	195960176	288973167500	196172320	6695055	4545.0049	4237.43	2.8763	1675.453	1.1371	141434.01615861	312500000	212143.75	319195055	216688.75	F2Pool
854135	00000000000000000001a647f2a08def849b28a38c01a97b84cca7106059fddd	2024-07-27 05:04:40	2024-07-27 03:57:51	1983443	669839	3992960	570425344	22000000	100010000000000000000000000000	b08b9e519d882ac179a52ae19fb25a3a68316b2b9a73ad046ef11ed3485eb1c2	369711087	386100794	82047728459933	000000000000000000000000000000000000000085a7cfa39e2b986aeab371a0	0377080d73563a963de3d74f9345f6112f4e696365486173682f	2666	2589	8570	7462	168239359102	114210968	168551859102	114423112	5858102	3976.8311	2953.9558	2.0054	1467.5164	0.9966	2222.913069909	312500000	212143.75	318358102	216120.5781	Unknown
854136	00000000000000000003679bc829350e7b26cc98d54030c2edc5e470560c1fdc	2024-07-27 05:16:14	2024-07-27 03:58:16	1768796	741552	3993452	872415232	34000000	110100000000000000000000000000	77309c44c5704a6796ffc772397dd78968f1ffde70fad2b71395418b7df4772c	1167001110	386100794	82047728459933	000000000000000000000000000000000000000085a81a432280bd5cd0399100	0378080d1b4d696e656420627920416e74506f6f6c3936311600f101c5cfb1effabe6d6d03a376bf6dd3b773651a377653ab8a4bc71390ed625c29ede0f3adf5f02e5b3c10000000000000000001203d6b76220000000000	3172	3088	9361	8918	197454667683	134044072	197767167683	134256224	7142618	4848.8379	4039.2136	2.7419	1789.3889	1.2145	63337.680576939	312500000	212143.75	319642618	216992.5938	AntPool
854137	0000000000000000000090e0c137125053f2a397b18847bc315f3a7eeb0fce01	2024-07-27 05:25:27	2024-07-27 04:07:31	2005663	662360	3992743	547045376	209b4000	100000100110110100000000000000	032088f7cd6fd3f4c9f7cbfe5ee756b3b5cdb63399752565780554b173745a7b	3732497491	386100794	82047728459933	000000000000000000000000000000000000000085a864e2a6d5e24eb5bfb060	0379080d047f84a4662f4d41524120506f6f6c202876303331393234292f3c39dbd326a3c601527b7112d4f11f91127e12390f0000000000ffffffff	2121	2064	8690	7272	117788985769	79962232	118101485769	80174376	5413292	3674.8674	2699.4224	1.8322	1356.1686	0.9205	2320.890748698	312500000	212143.75	317913292	215818.625	MaraPool
854138	00000000000000000000bb994d3fd908acfa80c0dfdb51d6e5662f280186cc5f	2024-07-27 05:34:10	2024-07-27 04:43:07	1704986	762894	3993668	545259520	20800000	100000100000000000000000000000	035142bd825d0f6b90102435e771433b5b54be2adc61ce6a76f43b79a71f895a	250204168	386100794	82047728459933	000000000000000000000000000000000000000085a8af822b2b07409b45cfc0	037a080d1b4d696e656420627920416e74506f6f6c39303116003804cc387675fabe6d6da51aaf569736188838f24d415e5afdd14d45846a183d58add5bff357ffb306eb1000000000000000000078540690020000000000	4361	4283	8415	10591	175793587110	119339232	176106087110	119551376	6500210	4412.7324	3813.538	2.5892	1628.3629	1.1052	4521.1945767104	312500000	212143.75	319000210	216556.4844	AntPool
